color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,totalSeasons,Error
Color,Joe Swanberg,155.0,90.0,217.0,243.0,Anna Kendrick,10000.0,342936.0,Comedy|Drama|Romance,Olivia Wilde,Drinking Buddies ,45928.0,20480.0,Ti West,5.0,brewery|co worker|male female friendship|u haul truck|woman wearing a string bikini,http://www.imdb.com/title/tt2265398/?ref_=fn_tt_tt_1,106.0,English,USA,R,,2013.0,10000.0,6.1,2.35,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Color,Molly Bernstein,39.0,88.0,0.0,49.0,Ricky Jay,342.0,151389.0,Documentary,David Mamet,Deceptive Practice: The Mysteries and Mentors of Ricky Jay ,774.0,483.0,Dick Cavett,0.0,stage magician,http://www.imdb.com/title/tt2654360/?ref_=fn_tt_tt_1,7.0,English,USA,,500000.0,2012.0,79.0,7.1,,590.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Black and White,Akira Kurosawa,153.0,202.0,0.0,4.0,Minoru Chiaki,304.0,269061.0,Action|Adventure|Drama,Takashi Shimura,Seven Samurai ,229012.0,338.0,Kamatari Fujiwara,6.0,16th century|battle|japan|practice|samurai,http://www.imdb.com/title/tt0047478/?ref_=fn_tt_tt_1,596.0,Japanese,Japan,Unrated,2000000.0,1954.0,8.0,8.7,1.37,11000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Color,Marius A. Markevicius,26.0,89.0,6.0,8.0,Greg Speirs,14.0,133778.0,Documentary|Sport,Tommy Sheppard,The Other Dream Team ,3086.0,44.0,Mickey Hart,1.0,basketball|basketball team|grateful dead|lithuanian|olympics,http://www.imdb.com/title/tt1606829/?ref_=fn_tt_tt_1,9.0,English,USA,Not Rated,500000.0,2012.0,9.0,8.4,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Black and White,Tom DiCillo,10.0,97.0,32.0,329.0,Tina Louise,11000.0,,Comedy|Music|Romance,Brad Pitt,Johnny Suede ,3013.0,11839.0,Nick Cave,0.0,idol|musician|vomiting|watching television|wyoming,http://www.imdb.com/title/tt0104567/?ref_=fn_tt_tt_1,24.0,English,Switzerland,R,500000.0,1991.0,422.0,5.8,1.85,344.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Color,Justin Lin,35.0,84.0,681.0,143.0,Jake Sandvig,239.0,52850.0,Comedy,Monique Gabriela Curnen,Finishing the Game: The Search for a New Bruce Lee ,1656.0,734.0,Joe McQueen,0.0,bruce lee|jeet kune do|karate|satire|spoof,http://www.imdb.com/title/tt0843850/?ref_=fn_tt_tt_1,12.0,English,USA,Not Rated,500000.0,2007.0,172.0,6.2,1.85,155.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Color,Quentin Dupieux,230.0,82.0,248.0,196.0,Jack Plotnick,353.0,98017.0,Comedy|Fantasy|Horror,Haley Ramm,Rubber ,26185.0,1498.0,Cecelia Antoinette,0.0,desert|dump|show|spectator|tire,http://www.imdb.com/title/tt1612774/?ref_=fn_tt_tt_1,170.0,English,France,R,500000.0,2010.0,248.0,5.8,1.85,46000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Color,Tim Johnson,165.0,94.0,12.0,183.0,Matt Jones,17000.0,177343675.0,Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,Jim Parsons,Home ,70136.0,17883.0,April Winchell,0.0,alien friendship|alien invasion|australia|flying car|mother daughter relationship,http://www.imdb.com/title/tt2224026/?ref_=fn_tt_tt_1,214.0,English,USA,PG,135000000.0,2015.0,523.0,6.7,1.85,26000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Color,C. Jay Cox,9.0,100.0,6.0,325.0,Amber Benson,396.0,31937.0,Comedy|Romance,Tori Spelling,Kiss the Bride ,1358.0,2310.0,Garrett M. Brown,3.0,best friend|high school|love|secret|wedding,http://www.imdb.com/title/tt0893346/?ref_=fn_tt_tt_1,10.0,English,USA,R,500000.0,2007.0,326.0,5.7,1.85,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Color,Alex Smith,17.0,112.0,12.0,699.0,Clea DuVall,33000.0,13134.0,Drama|Sport,Ryan Gosling,The Slaughter Rule ,2004.0,35294.0,Eddie Spears,2.0,cheerleader|father son relationship|football coach|loss of father|mother son relationship,http://www.imdb.com/title/tt0266971/?ref_=fn_tt_tt_1,32.0,English,USA,R,500000.0,2002.0,1000.0,6.1,2.35,183.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Color,Gareth Edwards,344.0,94.0,380.0,113.0,Whitney Able,660.0,237301.0,Drama|Sci-Fi|Thriller,Scoot McNairy,Monsters ,75669.0,1118.0,Ricky Catter,0.0,alien|alien invasion|destroyed building|destruction|mexico,http://www.imdb.com/title/tt1470827/?ref_=fn_tt_tt_1,451.0,English,UK,R,500000.0,2010.0,280.0,6.4,2.35,19000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Color,Jonathan Parker,2.0,87.0,0.0,347.0,Joanne Whalley,584.0,,Drama,Keith Carradine,The Californians ,299.0,1924.0,Illeana Douglas,3.0,based on novel,http://www.imdb.com/title/tt0377043/?ref_=fn_tt_tt_1,11.0,English,USA,PG,,2005.0,507.0,5.0,1.85,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Color,Sol Tryon,28.0,91.0,0.0,170.0,Ann Dowd,472.0,12055.0,Comedy,Jim Gaffigan,The Living Wake ,739.0,1047.0,Matthew Cowles,2.0,artist|black comedy,http://www.imdb.com/title/tt0489212/?ref_=fn_tt_tt_1,10.0,English,USA,PG-13,500000.0,2007.0,185.0,6.5,,339.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Color,Alex Craig Mann,29.0,87.0,38.0,445.0,Christa B. Allen,552.0,1332.0,Comedy|Horror,Justin Chon,Detention of the Dead ,2038.0,2251.0,Max Adler,6.0,based on play|blood|independent film|teenager|zombie,http://www.imdb.com/title/tt1865346/?ref_=fn_tt_tt_1,20.0,English,USA,Not Rated,500000.0,2012.0,533.0,4.6,2.35,898.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Color,Hao Ning,11.0,98.0,0.0,0.0,Zheng Xu,4.0,,Comedy|Crime,Bo Huang,Crazy Stone ,2097.0,8.0,Zhonghua Chen,1.0,bankruptcy|crystal|father son relationship|heist|shower,http://www.imdb.com/title/tt0843270/?ref_=fn_tt_tt_1,9.0,Mandarin,China,,3000000.0,2006.0,4.0,7.7,2.35,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Color,Stephen Kijak,48.0,95.0,3.0,25.0,Jacques Brel,30.0,,Biography|Documentary|Music,Brian Eno,Scott Walker: 30 Century Man ,1006.0,119.0,Damon Albarn,0.0,avant garde|british pop|character name in title|musician|number in title,http://www.imdb.com/title/tt0486541/?ref_=fn_tt_tt_1,11.0,English,UK,,500000.0,2006.0,27.0,7.3,1.85,808.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Color,Marc Forster,24.0,87.0,395.0,637.0,Alan Ruck,991.0,,Drama,Radha Mitchell,Everything Put Together ,601.0,3309.0,Megan Mullally,0.0,group of friends|mental breakdown|mental instability|morgue|sudden infant death syndrome,http://www.imdb.com/title/tt0228277/?ref_=fn_tt_tt_1,10.0,English,USA,R,100000.0,2000.0,946.0,6.6,1.85,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Color,Andrew Niccol,166.0,102.0,487.0,118.0,Zoë Kravitz,991.0,316842.0,Drama|Thriller,Bruce Greenwood,Good Kill ,15756.0,2099.0,Stafford Douglas,0.0,cigarette butt|drone|funeral procession|nellis air force base|taliban,http://www.imdb.com/title/tt3297330/?ref_=fn_tt_tt_1,68.0,English,USA,R,,2014.0,943.0,6.4,2.35,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Color,Daston Kalili,,127.0,2.0,0.0,Rai Alexandra,2.0,,Thriller,Daston Kalili,Insomnia Manica ,16.0,2.0,Chin-Chien Chang,0.0,,http://www.imdb.com/title/tt0455556/?ref_=fn_tt_tt_1,3.0,English,USA,,500000.0,2005.0,0.0,5.8,1.33,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Color,William Gazecki,9.0,96.0,3.0,205.0,Bruce Vilanch,387.0,,Documentary,Carol Channing,The Outrageous Sophie Tucker ,38.0,1235.0,Tony Bennett,1.0,,http://www.imdb.com/title/tt2825768/?ref_=fn_tt_tt_1,3.0,English,USA,,500000.0,2014.0,244.0,7.2,1.33,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Color,Ol Parker,48.0,103.0,21.0,680.0,Olivia Williams,25000.0,,Drama|Romance,Jeremy Irvine,Now Is Good ,26863.0,26999.0,Paddy Considine,3.0,death|dying|leukemia|teenage girl|terminal illness,http://www.imdb.com/title/tt1937264/?ref_=fn_tt_tt_1,54.0,English,UK,PG-13,,2012.0,766.0,7.2,2.35,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Color,Michael Hoffman Jr.,64.0,104.0,32.0,238.0,John McGlothlin,685.0,,Comedy|Horror,Vincent Chimato,Girls Gone Dead ,2012.0,2102.0,Al Sapienza,2.0,mini skirt|party|spring break|voyeur|war hammer,http://www.imdb.com/title/tt1884318/?ref_=fn_tt_tt_1,28.0,English,USA,R,500000.0,2012.0,492.0,3.5,2.35,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Color,Patrick Gilles,,90.0,0.0,569.0,Dylan Baker,970.0,,History,Emma Caulfield,America Is Still the Place ,22.0,3359.0,Mike Colter,0.0,,http://www.imdb.com/title/tt3417110/?ref_=fn_tt_tt_1,,English,USA,,,2015.0,812.0,7.5,,337.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Color,Georgia Hilton,1.0,122.0,406.0,152.0,Tim Abell,358.0,,Action|Mystery|Thriller,Mike Beckingham,Subconscious ,292.0,1038.0,Tom Stedham,0.0,military|submarine|suspense|time travel|world war two,http://www.imdb.com/title/tt2909932/?ref_=fn_tt_tt_1,16.0,English,USA,R,,2015.0,317.0,2.2,,353.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Color,Tamra Davis,111.0,93.0,33.0,135.0,Katherine Boecher,1000.0,37188667.0,Comedy|Drama,Britney Spears,Crossroads ,34219.0,1531.0,Dave Allen,1.0,audition|friendship|graduation|high school graduation|love,http://www.imdb.com/title/tt0275022/?ref_=fn_tt_tt_1,578.0,English,USA,PG-13,12000000.0,2002.0,188.0,3.3,1.85,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Color,Jack Heller,26.0,90.0,0.0,120.0,Katherine Waterston,322.0,,Mystery|Thriller,Shaun Sipos,Enter Nowhere ,5025.0,630.0,Christopher Denham,3.0,cabin|going in circles|pac man|stranger|woods,http://www.imdb.com/title/tt1631707/?ref_=fn_tt_tt_1,45.0,English,USA,R,500000.0,2011.0,178.0,6.6,,701.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Color,Fernando Baez Mella,1.0,101.0,0.0,15.0,Christian Alvarez,159.0,,Crime|Drama,Manny Perez,The King of Najayo ,197.0,206.0,Claudette Lalí,1.0,,http://www.imdb.com/title/tt2275671/?ref_=fn_tt_tt_1,1.0,Spanish,Dominican Republic,R,500000.0,2012.0,15.0,6.9,16.0,126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Color,Warren Sheppard,3.0,94.0,0.0,212.0,Randy Jay Burrell,918.0,,Action|Romance|Sport,Jennifer Hale,Fight to the Finish ,60.0,2091.0,Vincent De Paul,0.0,fighting|karate,http://www.imdb.com/title/tt3152288/?ref_=fn_tt_tt_1,2.0,English,USA,PG-13,150000.0,2016.0,402.0,4.0,,381.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Color,Darren Lynn Bousman,10.0,97.0,163.0,303.0,Barry Bostwick,636.0,,Horror|Musical,Paul Sorvino,Alleluia! The Devil's Carnival ,259.0,2438.0,Terrance Zdunich,5.0,carnival|devil|redemption|reference to god,http://www.imdb.com/title/tt3892618/?ref_=fn_tt_tt_1,20.0,English,USA,,500000.0,2016.0,456.0,7.4,1.78,707.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Color,Justin Paul Miller,1.0,90.0,0.0,33.0,Jennifer Landa,84.0,,Comedy|Mystery|Thriller,Mary Kate Wiles,The Sound and the Shadow ,30.0,254.0,Felix Avitia,0.0,,http://www.imdb.com/title/tt2190180/?ref_=fn_tt_tt_1,1.0,English,USA,R,,2014.0,41.0,8.3,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Color,Joel Paul Reisig,1.0,108.0,431.0,317.0,Joel Paul Reisig,466.0,,Family,Carrie Bradstreet,Rodeo Girl ,62.0,1628.0,Yassie Hawkes,2.0,,http://www.imdb.com/title/tt4062896/?ref_=fn_tt_tt_1,4.0,English,USA,PG,500000.0,2016.0,431.0,5.7,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Color,Catherine Gund,10.0,82.0,0.0,0.0,Sarah Callan,0.0,21199.0,Action|Biography|Documentary|Sport,Elizabeth Streb,Born to Fly: Elizabeth Streb vs. Gravity ,40.0,0.0,Laura Flanders,1.0,three word title,http://www.imdb.com/title/tt2246526/?ref_=fn_tt_tt_1,10.0,English,USA,,500000.0,2014.0,0.0,6.8,,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Color,Luke Dye,1.0,84.0,0.0,53.0,Jeff Delaney,385.0,,Family,Mike Stanley,The Little Ponderosa Zoo ,15.0,683.0,Jamison Stalsworth,2.0,,http://www.imdb.com/title/tt3846442/?ref_=fn_tt_tt_1,1.0,English,USA,,500000.0,2016.0,169.0,5.2,16.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Color,Sam Raimi,525.0,130.0,0.0,11000.0,Mila Kunis,44000.0,234903076.0,Adventure|Family|Fantasy,Tim Holmes,Oz the Great and Powerful ,175413.0,73441.0,James Franco,4.0,circus|magic|magician|oz|witch,http://www.imdb.com/title/tt1623205/?ref_=fn_tt_tt_1,511.0,English,USA,PG,215000000.0,2013.0,15000.0,6.4,2.35,60000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Color,Michael Herz,96.0,91.0,6.0,10.0,Mark Torgl,488.0,,Action|Comedy|Horror|Sci-Fi,Patrick Kilpatrick,The Toxic Avenger ,19253.0,553.0,Pat Ryan,0.0,boy|health club|superhero|toxic waste|troma,http://www.imdb.com/title/tt0090190/?ref_=fn_tt_tt_1,147.0,English,USA,Unrated,475000.0,1984.0,11.0,6.2,1.85,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Color,Matty Rich,8.0,91.0,10.0,10.0,George T. Odom,353.0,2712293.0,Crime|Drama,Lawrence Gilliard Jr.,Straight Out of Brooklyn ,475.0,380.0,Matty Rich,4.0,domestic violence|housing project|new york city|poverty|racism,http://www.imdb.com/title/tt0102989/?ref_=fn_tt_tt_1,11.0,English,USA,R,450000.0,1991.0,12.0,5.9,1.85,123.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Color,Paul Greengrass,92.0,107.0,521.0,80.0,Nicholas Farrell,773.0,768045.0,Drama|History|War,James Nesbitt,Bloody Sunday ,19732.0,976.0,Tim Pigott-Smith,0.0,civil rights|irish|march|northern ireland|protest march,http://www.imdb.com/title/tt0280491/?ref_=fn_tt_tt_1,120.0,English,UK,R,2000000.0,2002.0,89.0,7.7,1.85,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Color,Alec Asten,1.0,82.0,5.0,237.0,Dennis L.A. White,472.0,,Action,Luis Sanchez,Diamond Ruff ,53.0,1752.0,Fredro Starr,6.0,prison|prisoner|reverend|terminal illness|two word title,http://www.imdb.com/title/tt2111292/?ref_=fn_tt_tt_1,5.0,English,USA,R,500000.0,2015.0,251.0,4.3,,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Color,Hans Canosa,365.0,84.0,3.0,446.0,Thomas Lennon,10000.0,379122.0,Comedy|Drama|Romance,Olivia Wilde,Conversations with Other Women ,10143.0,12496.0,Nora Zehetner,0.0,female frontal nudity|filming a wedding|lingerie slip|memory|wedding,http://www.imdb.com/title/tt0435623/?ref_=fn_tt_tt_1,54.0,English,UK,R,450000.0,2005.0,651.0,7.1,2.39,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Color,Lloyd Kaufman,88.0,103.0,365.0,49.0,Lloyd Kaufman,907.0,23000.0,Comedy|Horror|Musical,John Karyus,Poultrygeist: Night of the Chicken Dead ,5931.0,1411.0,Kate Graham,0.0,castration|chicken|fast food|indian burial ground|protest,http://www.imdb.com/title/tt0462485/?ref_=fn_tt_tt_1,58.0,English,USA,Unrated,500000.0,2006.0,365.0,6.2,1.85,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Color,Matthew Watts,3.0,86.0,0.0,304.0,Cheyenne Jackson,873.0,,Comedy|Romance,Jennifer Lafleur,Mutual Friends ,64.0,2830.0,Michael Stahl-David,1.0,bromance|manhattan new york city|new york city|photograph|surprise,http://www.imdb.com/title/tt2112209/?ref_=fn_tt_tt_1,3.0,English,USA,,450000.0,2013.0,469.0,6.8,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Black and White,Lloyd Bacon,65.0,89.0,24.0,45.0,Dick Powell,610.0,2300000.0,Comedy|Musical|Romance,Ginger Rogers,42nd Street ,7921.0,995.0,George Brent,2.0,chorus girl|chorus line|director|gala premiere|song,http://www.imdb.com/title/tt0024034/?ref_=fn_tt_tt_1,97.0,English,USA,Unrated,439000.0,1933.0,105.0,7.7,1.37,439.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Color,Joe Kenemore,,52.0,0.0,0.0,Jack Canfield,8.0,,Documentary,Bob Proctor,Rise of the Entrepreneur: The Search for a Better Way ,78.0,10.0,Eric Worre,0.0,business|entrepreneur|network marketing,http://www.imdb.com/title/tt4273494/?ref_=fn_tt_tt_1,10.0,English,USA,G,450000.0,2014.0,2.0,8.2,,460.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Color,Whit Stillman,71.0,98.0,89.0,3.0,Taylor Nichols,88.0,2938208.0,Comedy|Drama|Romance,Chris Eigeman,Metropolitan ,7143.0,173.0,Ellia Thompson,1.0,apartment|dancing|debutante|new york|upper class,http://www.imdb.com/title/tt0100142/?ref_=fn_tt_tt_1,52.0,English,USA,PG-13,225000.0,1990.0,74.0,7.5,1.66,865.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Color,Kay Pollak,34.0,133.0,10.0,19.0,Frida Hallgren,690.0,9910.0,Comedy|Drama|Music|Romance,Michael Nyqvist,As It Is in Heaven ,13543.0,774.0,Nils-Anders Vallgårda,15.0,amazing grace the hymn|choir|heart attack|hometown|skidding truck,http://www.imdb.com/title/tt0382330/?ref_=fn_tt_tt_1,94.0,Swedish,Sweden,,25000000.0,2004.0,24.0,7.6,1.85,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Color,Eric England,15.0,81.0,15.0,93.0,Ace Marrero,847.0,,Drama|Horror|Mystery|Thriller,Jack E. Curenton,Roadside ,268.0,1151.0,Alan Pietruszewski,0.0,dog|gun|hostage|husband wife relationship|jealousy,http://www.imdb.com/title/tt1958007/?ref_=fn_tt_tt_1,6.0,English,USA,,,2013.0,94.0,4.1,16.0,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Color,Jared Hess,220.0,92.0,100.0,482.0,Diedrich Bader,970.0,44540956.0,Comedy,Jon Heder,Napoleon Dynamite ,161448.0,3950.0,Jon Gries,0.0,class president|family relationships|friend|high school|jock,http://www.imdb.com/title/tt0374900/?ref_=fn_tt_tt_1,1473.0,English,USA,PG,400000.0,2004.0,759.0,6.9,1.85,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Color,Jeremy Saulnier,279.0,90.0,57.0,92.0,Eve Plumb,1000.0,258113.0,Crime|Drama|Thriller,Devin Ratray,Blue Ruin ,42678.0,1528.0,Amy Hargreaves,0.0,blood splatter|car|neo noir|vengeance|vomiting,http://www.imdb.com/title/tt2359024/?ref_=fn_tt_tt_1,135.0,English,USA,R,1066167.0,2013.0,235.0,7.1,2.35,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Color,Oren Peli,409.0,84.0,110.0,21.0,Ashley Palmer,189.0,107917283.0,Horror,Micah Sloat,Paranormal Activity ,184824.0,330.0,Amber Armstrong,0.0,dark force|entity|evil force|found footage|paranormal phenomenon,http://www.imdb.com/title/tt1179904/?ref_=fn_tt_tt_1,1189.0,English,USA,R,15000.0,2007.0,109.0,6.3,1.85,12000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Black and White,Stacy Peralta,86.0,91.0,147.0,5.0,Jay Adams,22.0,1293295.0,Documentary|Sport,Tony Alva,Dogtown and Z-Boys ,10366.0,54.0,Jeff Ament,0.0,california|drought|playground|skateboarding|surfer,http://www.imdb.com/title/tt0275309/?ref_=fn_tt_tt_1,88.0,English,USA,PG-13,,2001.0,20.0,7.7,1.37,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Color,Terry Gilliam,131.0,91.0,0.0,332.0,Michael Palin,795.0,1229197.0,Adventure|Comedy|Fantasy,Eric Idle,Monty Python and the Holy Grail ,382240.0,2158.0,Terry Jones,0.0,camelot|holy grail|king arthur|knight|lancelot,http://www.imdb.com/title/tt0071853/?ref_=fn_tt_tt_1,660.0,English,UK,PG,229575.0,1975.0,561.0,8.3,1.66,14000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Color,Richard Glatzer,69.0,90.0,25.0,138.0,Jesse Garcia,231.0,1689999.0,Drama,Emily Rios,Quinceañera ,3675.0,771.0,Alicia Sixtos,1.0,15th birthday|birthday|gay|party|security guard,http://www.imdb.com/title/tt0451176/?ref_=fn_tt_tt_1,48.0,Spanish,USA,R,400000.0,2006.0,200.0,7.1,2.35,426.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Color,Sue Corcoran,8.0,96.0,14.0,6.0,Sue Corcoran,361.0,11798.0,Comedy|Fantasy|Horror|Musical,Tony Doupe,Gory Gory Hallelujah ,179.0,387.0,David Frederick White,2.0,conspiracy|feminist|hippie|motorcycle|slapstick comedy,http://www.imdb.com/title/tt0396041/?ref_=fn_tt_tt_1,18.0,English,USA,,100000.0,2003.0,14.0,4.7,1.78,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Color,,75.0,60.0,,833.0,Masi Oka,1000.0,,Drama|Fantasy|Sci-Fi|Thriller,Sendhil Ramamurthy,Heroes             ,202115.0,4908.0,Greg Grunberg,4.0,father daughter relationship|serial killer|superhero|supernatural power|vision of the future,http://www.imdb.com/title/tt0813715/?ref_=fn_tt_tt_1,379.0,English,USA,TV-14,,,923.0,7.7,16.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Color,Jonathan Caouette,72.0,88.0,20.0,0.0,Jonathan Caouette,58.0,592014.0,Biography|Documentary,Greg Ayres,Tarnation ,5709.0,78.0,Renee Leblanc,3.0,answering machine|home movie|lithium|schizophrenic|video diary,http://www.imdb.com/title/tt0390538/?ref_=fn_tt_tt_1,114.0,English,USA,Unrated,218.0,2003.0,20.0,7.2,1.37,754.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Color,Ray Griggs,4.0,92.0,4.0,12.0,Chris Cox,93.0,425899.0,Documentary,Bill Farmer,I Want Your Money ,1123.0,168.0,Mike Huckabee,0.0,,http://www.imdb.com/title/tt1560957/?ref_=fn_tt_tt_1,31.0,English,USA,PG,400000.0,2010.0,31.0,5.1,1.78,638.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Color,Matt Jackson,9.0,97.0,0.0,271.0,Paul Elia,935.0,,Comedy|Horror,Kane Hodder,Love in the Time of Monsters ,143.0,2350.0,Alex Sanborn,3.0,bigfoot|love|monster|sasquatch|tourist,http://www.imdb.com/title/tt2403415/?ref_=fn_tt_tt_1,5.0,English,USA,,500000.0,2014.0,709.0,5.4,,194.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Black and White,Lucio Fulci,203.0,82.0,385.0,22.0,David Warbeck,48.0,126387.0,Horror,Catriona MacColl,The Beyond ,14985.0,123.0,Al Cliver,0.0,doctor|hell|hotel|painter|plumber,http://www.imdb.com/title/tt0082307/?ref_=fn_tt_tt_1,253.0,Italian,Italy,X,400000.0,1981.0,22.0,6.9,2.35,2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Color,,11.0,22.0,,6.0,Ron Lynch,59.0,,Animation|Comedy|Drama,Brendon Small,Home Movies             ,7458.0,81.0,Melissa Bardin Galsky,0.0,coach|friend|school|series|tv series,http://www.imdb.com/title/tt0197159/?ref_=fn_tt_tt_1,82.0,English,USA,TV-PG,,,11.0,8.2,1.33,526.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Color,Tom Vaughan,148.0,101.0,12.0,149.0,Andrew Daly,642.0,80276912.0,Comedy|Romance,Treat Williams,What Happens in Vegas ,140740.0,1026.0,Michelle Krusiec,2.0,casino|father son relationship|jackpot|judge|wedding,http://www.imdb.com/title/tt1033643/?ref_=fn_tt_tt_1,151.0,English,USA,PG-13,35000000.0,2008.0,171.0,6.1,2.35,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Color,Paul Fox,80.0,80.0,3.0,39.0,Jeff Seymour,108.0,,Horror|Thriller,Dov Tiefenbach,The Dark Hours ,4788.0,272.0,Gordon Currie,0.0,brain tumor|champagne|game|psychiatrist|weekend,http://www.imdb.com/title/tt0402249/?ref_=fn_tt_tt_1,52.0,English,Canada,R,500000.0,2005.0,64.0,6.1,1.85,166.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Color,Stephen Frears,46.0,97.0,350.0,33.0,Roshan Seth,114.0,,Comedy|Drama|Romance,Saeed Jaffrey,My Beautiful Laundrette ,10577.0,260.0,Garry Cooper,1.0,england|mistress|pakistani|politics|thatcher,http://www.imdb.com/title/tt0091578/?ref_=fn_tt_tt_1,64.0,English,UK,R,650000.0,1985.0,61.0,6.9,1.66,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Black and White,Ari Kirschenbaum,8.0,84.0,0.0,36.0,Adam LeFevre,169.0,25918.0,Drama|Horror|Mystery|Thriller,R. Brandon Johnson,Fabled ,191.0,312.0,Desmond Askew,0.0,,http://www.imdb.com/title/tt0299863/?ref_=fn_tt_tt_1,10.0,English,USA,R,,2002.0,80.0,5.8,1.78,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Color,Cassandra Nicolaou,10.0,97.0,0.0,83.0,Michelle Nolden,918.0,,Drama|Thriller,Katharine Isabelle,Show Me ,369.0,1163.0,Gabriel Hogan,0.0,bathtub|implied incest|lesbian|squeegee|tied to a chair,http://www.imdb.com/title/tt0414510/?ref_=fn_tt_tt_1,5.0,French,Canada,R,900000.0,2004.0,100.0,6.0,1.78,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
