color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,totalSeasons,Error
,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Trouble with Harry,1955,PG,03 Oct 1955,99 min,"Comedy, Mystery",Alfred Hitchcock,"John Michael Hayes, Jack Trevor Story","John Forsythe, Shirley MacLaine, Edmund Gwenn","There is a dead well-dressed man in a meadow clearing in the hills above a small Vermont town. Captain Albert Wiles, who stumbles across the body and finds by the man's identification that his name is Harry Worp, believes he accidentally shot Harry dead while he was hunting rabbits. Captain Wiles wants to hide the body as he feels it is an easier way to deal with the situation than tell the authorities. While Captain Wiles is in the adjacent forest, he sees other people stumble across Harry, most of whom don't seem to know him or care or notice that he's dead. One person who does see Captain Wiles there is spinster Ivy Gravely, who vows to keep the Captain's secret about Harry. Captain Wiles also secretly sees a young single mother, Jennifer Rogers, who is the one person who does seem to know Harry and seems happy that he's dead. Later, another person who stumbles across both Harry and Captain Wiles is struggling artist Sam Marlowe, to whom Captain Wiles tells the entire story of what he has seen thus far. Over the course of the day, several revelations come to light that question if Captain Wiles actually killed Harry. Sam, Mrs. Rogers, Captain Wiles and Miss Gravely's individual and collective actions in the matter of Harry take into account friendship, self-preservation, the path of least resistance, love and a lot of realizations about what their past actions will mean. Their work may all be for naught if Deputy Sheriff Calvin Wiggs, the closest thing to law enforcement in their town, finds out about Harry.",English,United States,Nominated for 2 BAFTA 1 win & 4 nominations total,https://m.media-amazon.com/images/M/MV5BNjlkYmE2YzYtYzIzMC00ODFhLTljNjYtZjA4YWY2ZGM5NTYwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",74,7.0,"39,433",tt0048750,movie,04 Oct 2005,N/A,N/A,N/A,True,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,But I'm a Cheerleader,1999,R,11 Aug 2000,85 min,"Comedy, Drama, Romance",Jamie Babbit,"Brian Peterson, Jamie Babbit","Natasha Lyonne, Clea DuVall, Michelle Williams","Megan is an all-American girl. She's a cheerleader and has a boyfriend, but she doesn't like kissing him very much, and she's pretty tactile with her cheerleader friends, and she only has pictures of girls up in her locker. Her parents and friends conclude that she *must* be gay and send her off to ""sexual redirection"" school, full of admittedly homosexual misfits, where she can learn how to be straight. Will Megan be turned around to successful heterosexuality, or will she succumb to her love for the beautiful Graham?",English,United States,2 wins & 2 nominations,https://m.media-amazon.com/images/M/MV5BNmZjNGVmYmItZWFmNi00ODQ1LThmZTUtMzYzMGJlMjZjMGFiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",39,6.7,"34,884",tt0179116,movie,22 Jul 2003,"$2,205,627",N/A,N/A,True,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reservoir Dogs,1992,R,02 Sep 1992,99 min,"Crime, Thriller",Quentin Tarantino,"Quentin Tarantino, Roger Avary","Harvey Keitel, Tim Roth, Michael Madsen","Six thugs, who are strangers to each other, are hired by a crime boss, Joe Cabot, to carry out a diamond robbery. Right at the outset, they are given false names with the intention that they won't get too close and will concentrate on the job instead. They are completely sure that the robbery is going to be a success. But, when the police show up right at the time and the site of the robbery, panic spreads amongst the group members, and two of them are killed in the subsequent shootout, along with a few policemen and civilians. When the remaining people assemble at the premeditated rendezvous point (a warehouse), they begin to suspect that one of them is an undercover cop.",English,United States,12 wins & 23 nominations,https://m.media-amazon.com/images/M/MV5BZmExNmEwYWItYmQzOS00YjA5LTk2MjktZjEyZDE1Y2QxNjA1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",81,8.3,"1,035,046",tt0105236,movie,18 Mar 2003,"$2,832,029",N/A,N/A,True,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Blue Bird,1940,Approved,15 Jan 1940,88 min,"Adventure, Family, Fantasy",Walter Lang,"Maurice Maeterlinck, Ernest Pascal, Walter Bullock","Shirley Temple, Spring Byington, Nigel Bruce","Mytyl and her brother Tyltyl, a woodchopper's children, are led by the Fairy Berylune on a magical trip through the past, present, and future to locate the Blue Bird of Happiness.",English,United States,Nominated for 2 Oscars. 2 nominations total,https://m.media-amazon.com/images/M/MV5BYzM5ZDMyMjktNDJiYy00NTMyLTk1ZjEtYWI4M2Q5MGY3NDM0XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]",N/A,6.2,"1,862",tt0032264,movie,27 Mar 2007,N/A,N/A,N/A,True,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The Good, the Bad and the Ugly",1966,Approved,29 Dec 1967,178 min,"Adventure, Western",Sergio Leone,"Luciano Vincenzoni, Sergio Leone, Agenore Incrocci","Clint Eastwood, Eli Wallach, Lee Van Cleef","Blondie, The Good (Clint Eastwood), is a professional gunslinger who is out trying to earn a few dollars. Angel Eyes, The Bad (Lee Van Cleef), is a hitman who always commits to a task and sees it through--as long as he's paid to do so. And Tuco, The Ugly (Eli Wallach), is a wanted outlaw trying to take care of his own hide. Tuco and Blondie share a partnership making money off of Tuco's bounty, but when Blondie unties the partnership, Tuco tries to hunt down Blondie. When Blondie and Tuco come across a horse carriage loaded with dead bodies, they soon learn from the only survivor, Bill Carson (Antonio Casale), that he and a few other men have buried a stash of gold in a cemetery. Unfortunately, Carson dies and Tuco only finds out the name of the cemetery, while Blondie finds out the name on the grave. Now the two must keep each other alive in order to find the gold. Angel Eyes (who had been looking for Bill Carson) discovers that Tuco and Blondie met with Carson and knows they know where the gold is; now he needs them to lead him to it. Now The Good, the Bad, and the Ugly must all battle it out to get their hands on $200,000.00 worth of gold.","Italian, English","Italy, Spain, West Germany",3 wins & 6 nominations,https://m.media-amazon.com/images/M/MV5BNjJlYmNkZGItM2NhYy00MjlmLTk5NmQtNjg1NmM2ODU4OTMwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '90/100'}]",90,8.8,"771,840",tt0060196,movie,07 Nov 2006,"$25,100,000",N/A,N/A,True,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Second Mother,2015,R,28 Aug 2015,112 min,"Comedy, Drama",Anna Muylaert,Anna Muylaert,"Regina Casé, Helena Albergaria, Michel Joelsas","Val spends 13 years working as nanny to Fabinho in São Paulo. She is financially stable but must live with the guilt of having left her daughter Jéssica in Pernambuco, in the northeast of Brazil, raised by relatives. As college entrance exams roll around, Jéssica wants to come to São Paulo to take her college entrance exams too. When Jéssica arrives, cohabitation is not easy. Everyone will be affected by the girl's personality and candor and Val finds herself right in the middle of it.",Portuguese,Brazil,34 wins & 30 nominations,https://m.media-amazon.com/images/M/MV5BMzU0MzE5Mjk3OF5BMl5BanBnXkFtZTgwMjM3NjQzNjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '82/100'}]",82,7.7,"15,684",tt3742378,movie,05 Jan 2016,"$376,986",N/A,N/A,True,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blue Like Jazz,2012,PG-13,13 Mar 2012,108 min,"Comedy, Drama",Steve Taylor,"Donald Miller, Ben Pearson, Steve Taylor","Marshall Allman, Claire Holt, Tania Raymonde","Disenchanted by the church and his devout Christian mother, 19 year-old Donald escapes Texas for the liberal Northwest and attends Reed College at the urging of his secular father. At Reed College, Don finds that his classmates, from all walks of life, are more anti-religious and anti-everything than he was prepared for. In an attempt to fit in, and more importantly, in an attempt to find himself, Don joins an activist group which forces him to question what he really believes in.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMjEyNjAxNDMyMF5BMl5BanBnXkFtZTcwODI4ODE0Nw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '39%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",48,5.8,"3,020",tt1758575,movie,07 Aug 2012,"$595,018",Roadside Attractions,N/A,True,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Down and Out with the Dolls,2001,R,26 Apr 2002,88 min,"Comedy, Music",Kurt Voss,"Nalini Cheriel, Kurt Voss","Zoë Poledouris, Kinnie Starr, Melody Moore","A comedic tale which charts the fast rise and fall of an all-girl, four-piece Portland rock band, The Paper Dolls. Working day jobs while dreaming of success, aspiring young rockers Kali, Lavender and Reggie get the jump start they need when local legend Fauna, singer for the obscure band The Snogs, joins them as lead singer. But Fauna, street-wise and opportunistic, just wants to use them on her way to stardom. The commercial direction in which Fauna is leading the band begins chipping away at their friendship. All comes to a head during a two-day party at the Doll House--a house into which they all have recently moved. The next morning, a body is found, someone is dead, and the Dolls' world changes forever.",English,United States,1 win,https://m.media-amazon.com/images/M/MV5BYzkxNGE5YWYtY2NlZi00MzE5LWJjOTYtZDNmYzVlOGUzODkyXkEyXkFqcGdeQXVyMTY0ODQ1NzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '52%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",49,6.0,212,tt0283323,movie,28 Oct 2003,"$60,000",N/A,N/A,True,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pink Ribbons, Inc.",2011,Not Rated,21 Apr 2012,97 min,Documentary,Léa Pool,"Patricia Kearns, Nancy Guerin, Léa Pool",N/A,"Breast cancer has become the poster child of corporate cause-related marketing campaigns. Countless women and men walk, bike, climb and shop for the cure. Each year, millions of dollars are raised in the name of breast cancer, but where does this money go and what does it actually achieve? Pink Ribbons, Inc. is a feature documentary that shows how the devastating reality of breast cancer, which marketing experts have labeled a ""dream cause,"" becomes obfuscated by a shiny, pink story of success.",English,Canada,1 nomination,https://m.media-amazon.com/images/M/MV5BMTU4ODg1OTAwN15BMl5BanBnXkFtZTcwMTE5Mjk0Ng@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66,7.3,716,tt2035599,movie,16 Jan 2016,"$26,608",First Run,N/A,True,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Certifiably Jonathan,2007,Not Rated,11 Feb 2011,85 min,"Documentary, Comedy",James David Pasternak,N/A,"Jonathan Winters, Robin Williams, Howie Mandel","A famous comedian and artist wants to display his work at an art museum. Just when he thinks he's lost his touch, a series of famous comedians drop by to help him rekindle his artistic and comedic spark.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNjIyNjI4NTIyOF5BMl5BanBnXkFtZTcwMTM5NTI1NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '25%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",35,6.4,199,tt0976025,movie,01 May 2012,N/A,N/A,N/A,True,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Desire,2011,Not Rated,14 Sep 2011,103 min,"Drama, Romance",Laurent Bouhnik,Laurent Bouhnik,"Déborah Révy, Hélène Zimmer, Gowan Didi","Set in Cheg, France and in a social context deteriorated by a countrywide economic crisis, the life of several people are turned upside down after they meet Cecile, a character who symbolizes desire. She is a 20-year-old girl whose father recently died and she sets about to bury her grief by having sexual relations with various lovers of people that she knows and does not know. Chance is her boyfriend and a petty criminal who loves her, but he cannot satisfy her constant carnal desires. His friend, Chance whose girlfriend Alice refuses to have sex with is an auto mechanic. Cecile also gives advice to her friends about how and how not to pleasure men and women. Unable to find inner peace through various sexual encounters with Chance, Matt and even Alice, she finally discovers another path to healing.",French,France,N/A,https://m.media-amazon.com/images/M/MV5BMTY4OTk5Mjg3MF5BMl5BanBnXkFtZTcwMDIyNDY2Nw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}]",N/A,5.4,"7,942",tt1879030,movie,N/A,N/A,N/A,N/A,True,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grand Theft Parsons,2003,PG-13,18 Jun 2004,88 min,"Adventure, Comedy, Drama",David Caffrey,"Jeremy Drysdale, David Caffrey","Johnny Knoxville, Christina Applegate, Marley Shelton","There are times when it's right and proper to simply bury the dead. This is not one of those times... Gram Parsons was one of the most influential musicians of his time; a bitter, brilliant, genius who knew Elvis, tripped with the Stones and fatally overdosed on morphine and tequila in 1973. And from his dying came a story. A story from deep within folklore; a story of friendship, honour and adventure; a story so extraordinary that if it didn't really happen, no one would believe it. Two men, a hearse, a dead rock star, five gallons of petrol, and a promise. And the most extraordinary chase of modern times.",English,"United States, United Kingdom",N/A,https://m.media-amazon.com/images/M/MV5BNDZiOTE5NDMtYmYyNC00NzZmLTk2NjktMzViOGZkZDI3Y2I3XkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '46%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",46,6.0,"3,632",tt0338075,movie,20 Mar 2017,N/A,N/A,N/A,True,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Extreme Movie,2008,R,29 Jul 2009,86 min,Comedy,"Adam Jay Epstein, Andrew Jacobson","Adam Jay Epstein, Andrew Jacobson, Will Forte","Frankie Muniz, Michael Cera, Ashley Schneider","Raunchy as they come, Extreme Movie (especially in its unrated edition) is a sex perversion comedy with a teen accent. The clever and original premise finds a number of high-school students taking a sex-education class taught by an over-friendly teacher trying to make kids comfortable about an uncomfortable subject. Each students has his or her own take on early sexual experiences, making Extreme Movie a bundle of sketches starring a few familiar faces. Frank Muniz (Malcolm In the Middle) begins the comedy as a lucky guy who talks his girlfriend into going all the way, and then finds there's no limit to her fetishistic cravings. Michael Cera (Superbad) plays a computer nerd who meets a hot girl online and sets up a meeting with her, but ends up in the wrong place accidentally terrifying a middle-aged woman (who beats him with a broom). Other bits involve sex with Abraham Lincoln, sex with a Muppets-like character, and the travails of a horny teen (Ryan Pinkston) whose shyness is tested when he accidentally ends up in a porn movie production. Matthew Lillard plays himself dispensing crude advice to guys everywhere.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNDAzNzQ4MDEtOGViNi00YjliLTlkMmItNjc0YWRhZGJhMDJhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.7/10'}]",N/A,3.7,"11,279",tt0806147,movie,24 Feb 2009,N/A,Weinstein Co.,N/A,True,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Below Zero,2011,R,19 Nov 2012,99 min,Thriller,Justin Thomas Ostensen,Signe Olynyk,"Edward Furlong, Kristin Booth, Michael Eisner","Based on true events, BELOW ZERO is a thriller with a 'Fargo' feel. It is the story of 'Jack the Hack', a less than average, but once successful screenwriter who now faces writer's block. Desperate to meet a career-saving deadline and lock out the distractions of his troubled life, Jack arranges to be left alone and locked inside a meat cooler, with only vegetarian meals and his imagination to inspire him. As the temperature drops, the lines between reality and fiction blur, and Jack's script comes dangerously to life. Will he make the most important deadline of his career? Or is Jack 'just a hack'? While writing the script, the actual screenwriter and producer of BELOW ZERO, Signe Olynyk, arranged to have herself physically locked in the meat freezer of an abandoned, remote slaughterhouse. That's partly how this story developed. It was filmed at the same location.",English,Canada,6 wins & 4 nominations,https://m.media-amazon.com/images/M/MV5BMjI4MzMwMTc1MF5BMl5BanBnXkFtZTcwNDY2ODQwOA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.4/10'}]",N/A,4.4,865,tt1641388,movie,28 Aug 2012,N/A,N/A,N/A,True,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crowsnest,2012,R,07 Sep 2012,84 min,"Horror, Mystery, Thriller",Brenton Spencer,John Sheppard,"Mittita Barber, Aslam Husain, Victor Zinck Jr.","This is a 'found-footage' movie from Canada about five young friends who go on a trip to a cabin back in 2011, but on the way (while filming it) they head off the beaten track to a place called Crowsnest where they have heard that you can buy beer for half price! They get the beer but at the same time they receive a warning to head back where they came from or they will die. But they don't take the warning too seriously and keep driving in to the forest. But they seem to be lost, then an RV hits one of them and all hell breaks loose. There's something about the people in the RV. Will the friends survive?",English,Canada,1 nomination,https://m.media-amazon.com/images/M/MV5BMTY1ODU0NzkwNl5BMl5BanBnXkFtZTgwNTY1NjA2MDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.8/10'}]",N/A,3.8,"1,672",tt2180333,movie,20 Mar 2017,N/A,N/A,N/A,True,,
