color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,totalSeasons
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Runner Runner,2013,R,04 Oct 2013,88 min,"Crime, Thriller",Brad Furman,"Brian Koppelman, David Levien","Ben Affleck, Justin Timberlake, Gemma Arterton","Princeton grad student Richie, believing he's been swindled, travels to Costa Rica to confront online gambling tycoon Ivan Block. Richie is seduced by Block's promise of immense wealth, until he learns the disturbing truth about his benefactor. When the FBI tries to coerce Richie to help bring down Block, Richie faces his biggest gamble ever: attempting to outmaneuver the two forces closing in on him.","English, Spanish",United States,2 nominations,https://m.media-amazon.com/images/M/MV5BMTU5OTA0MjI4Ml5BMl5BanBnXkFtZTgwMTgxOTQwMDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '7%'}, {'Source': 'Metacritic', 'Value': '36/100'}]",36,5.6,"64,514",tt2364841,movie,07 Jan 2014,"$19,316,646",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antitrust,2001,PG-13,12 Jan 2001,108 min,"Action, Crime, Drama",Peter Howitt,Howard Franklin,"Ryan Phillippe, Tim Robbins, Rachael Leigh Cook","This movie is the fictional story of computer programming genius Milo Hoffman after graduating from Stanford and getting out into the competitive world of computer software. In his contemplation of where to begin his career, he is contacted by Gary Winston whose character is loosely based on Bill Gates. Winston is the CEO of a company called NURV, and they are on the brink of completing the global communication's system, Synapse. They need Hoffman to help them meet their launch date, so after much thought and with the full support of his girlfriend Alice, he accepts the job. Tragedy soon after strikes and Milo becomes suspicious of the company he has been wrapped up in. He learns that trusting anyone could be a mistake, and that nothing is as it seems.",English,United States,2 wins & 4 nominations,https://m.media-amazon.com/images/M/MV5BM2VjZjdiYzYtOGU1Yy00NWZmLWEyOTUtM2QzMDlkYmRlYmM2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '24%'}, {'Source': 'Metacritic', 'Value': '31/100'}]",31,6.1,"29,688",tt0218817,movie,26 Dec 2001,"$11,328,094",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glory,1989,R,16 Feb 1990,122 min,"Biography, Drama, History",Edward Zwick,"Kevin Jarre, Lincoln Kirstein, Peter Burchard","Matthew Broderick, Denzel Washington, Cary Elwes","Shaw was an officer in the Federal Army during the American Civil War who volunteered to lead the first company of black soldiers. Shaw was forced to deal with the prejudices of both the enemy (who had orders to kill commanding officers of blacks), and of his own fellow officers.",English,United States,Won 3 Oscars. 14 wins & 18 nominations total,https://m.media-amazon.com/images/M/MV5BODhlNjA5MDEtZDVhNS00ZmM3LTg1YzAtZGRjNjhjNTAzNzVkXkEyXkFqcGdeQXVyNjUwMzI2NzU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",78,7.8,"137,812",tt0097441,movie,20 Jan 1998,"$26,979,166",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Once Upon a Time in America,1984,R,01 Jun 1984,229 min,"Crime, Drama",Sergio Leone,"Harry Grey, Leonardo Benvenuti, Piero De Bernardi","Robert De Niro, James Woods, Elizabeth McGovern","With the vivid memory of his long-gone childhood friends Max, Patsy, and Cockeye etched in his mind, his ferociously loyal partners-in-crime during their rise to prominence in New York's Prohibition-era Lower East Side, the defeated, penniless, and guilt-ridden former gangster David ""Noodles"" Aaronson returns to Manhattan. Not knowing what to expect on his mission to shed light on his opaque past, grizzled Noodles reunites with his only living friend Fat Moe after 35 haunted years of self-exile. However, the relentless, piercing sound of culpability stands in the way of finding closure, as the inscrutable content of a well-worn leather suitcase further complicates matters. And now, against the backdrop of a torn conscience, the sad, bittersweet recollections of more than 50 years of love, death, and everything in-between become inextricably intertwined, leading to even more puzzling questions. But what are a man's options when he is left with nothing?","English, Italian, French, Yiddish, Hebrew","Italy, United States",Won 2 BAFTA 12 wins & 12 nominations total,https://m.media-amazon.com/images/M/MV5BMGFkNWI4MTMtNGQ0OC00MWVmLTk3MTktOGYxN2Y2YWVkZWE2XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",75,8.3,"356,163",tt0087843,movie,10 Jun 2003,"$5,321,508",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dead Man Down,2013,R,08 Mar 2013,118 min,"Action, Crime, Drama",Niels Arden Oplev,J.H. Wyman,"Colin Farrell, Noomi Rapace, Dominic Cooper","Victor, a rising gangland player, has infiltrated the crime empire run by ruthless kingpin Alphonse, with the single purpose of making Alphonse pay for destroying his once happy life. As he meticulously orchestrates his vengeance from his high-rise home, Victor watches and is watched by Beatrice, a mysterious young woman who lives in the apartment across from his. On the surface a fragile woman-child, Beatrice seethes with a rage of her own. When she uncovers Victor's dark secrets, she threatens to expose him unless he helps her carry out her own campaign of retribution. Each fixated on avenging the past, they devise a violent and cathartic plan that could change their worlds forever. Beatrice is kidnapped by Alphonse towards the end, Its a race against time for Victor to save her.","English, French, Albanian, Spanish, Hungarian",United States,N/A,https://m.media-amazon.com/images/M/MV5BMTM2NTU5NTIzMF5BMl5BanBnXkFtZTcwNjQ3MTM5OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '41%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",39,6.4,"68,751",tt2101341,movie,09 Jul 2013,"$10,895,295",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Merchant of Venice,2004,R,18 Feb 2005,131 min,"Drama, Romance",Michael Radford,"William Shakespeare, Michael Radford","Al Pacino, Joseph Fiennes, Lynn Collins","Venice, 1596. Melancholy Antonio loves the youthful Bassanio, so when Bassanio asks for 3000 ducats, Antonio says yes before knowing it's to sue for the hand of Portia. His capital tied up in merchant ships at sea, Antonio must go to Shylock, a Jewish moneylender he reviles. Shylock wraps his grudge in kindness, offering a three-month loan at no interest, but if not repaid, Antonio will owe a pound of flesh. The Jew's daughter elopes with a Christian, whetting Shylock's hatred. While Bassanio's away wooing Portia, Antonio's ships founder, and Shylock demands his pound of flesh. With court assembled and a judgment due, Portia swings into action to save Bassanio's friend.","English, Italian, Arabic","United Kingdom, Italy, Luxembourg, United States",Nominated for 1 BAFTA Award2 wins & 7 nominations total,https://m.media-amazon.com/images/M/MV5BMGJiNGUxZGYtM2U2YS00ZjJlLThlNjQtYTVkNWUxZGRmYTk4XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",63,7.0,"37,187",tt0379889,movie,01 Nov 2005,"$3,765,585",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Good Thief,2002,R,25 Apr 2003,109 min,"Action, Crime, Drama",Neil Jordan,"Auguste Le Breton, Jean-Pierre Melville, Neil Jordan","Nick Nolte, Ralph Fiennes, Nutsa Kukhianidze","Set against the glitzy backdrop of the French Riviera, aging gambler Bob Montagnet is about to gamble it all on the casino heist of a lifetime; a spectatcular sleight of hand--two heists, one real, one not, but which is which? Under the watchful eye of Roger, a policeman who would as soon save his longtime opponent as arrest him, Montagnet assembles a team that consists of partners Paulo and Raoul, technical mastermind Vladimer, former-drug-dealer-turned-informant Said, Anne, a young Eastern girl Montagnet rescued from prostitution, and the perfect complement to a double theft--identical twins Albert and Bertram.","English, French, Arabic","France, United Kingdom, Ireland, Canada, United States",1 win & 1 nomination,https://m.media-amazon.com/images/M/MV5BMTY2NDUyNDM5NV5BMl5BanBnXkFtZTYwODEzNTk5._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68,6.5,"10,642",tt0281820,movie,19 Aug 2003,"$3,517,797",Fox,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Supercross,2005,PG-13,17 Aug 2005,80 min,"Action, Drama, Romance",Steve Boyum,"Ken Solarz, Bart Baker, Keith Alan Bernstein","Steve Howey, Mike Vogel, Sophia Bush","A motorcycle saga that chronicles the personal journey of two brothers who overcome emotional and physical obstacles to achieve success in the competitive world of Supercross racing. The brothers' conflicts are magnified by their different life choices and their decision to become competitors and rivals. KC Carlyle is a more cautious rider than his younger brother Trip, who has more natural talent but takes too many risks. When KC gets an all-expenses paid factory--corporate sponsored--ride, a rift forms between the two brothers. Trip is forced to go at it alone, becoming a privateer--a rider without a sponsor. But when a career threatening crash ends Trip's Supercross career, he and KC realize that they must put aside their conflicts, and work together to help KC defeat the world's greatest Supercross champions.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTU0NzEyNTgwOV5BMl5BanBnXkFtZTgwMjk3MDYyMDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '5%'}, {'Source': 'Metacritic', 'Value': '26/100'}]",26,4.3,"4,761",tt0403016,movie,31 Jan 2006,"$3,102,550",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miss Potter,2006,PG,09 Mar 2007,88 min,"Biography, Drama, Romance",Chris Noonan,Richard Maltby Jr.,"Renée Zellweger, Ewan McGregor, Emily Watson","In 1902, in London, spinster Beatrix Potter (Renée Zellweger) lives with her bourgeois parents. Her snobbish mother, Helen Potter (Barbara Flynn), had introduced several bachelors to Beatrix until she was twenty-years-old, but she had turned them all down. Beatrix Potter has been drawing animals and making up stories about them since she was a child, but her parents have never recognized her as an artist. One day, Miss Potter offers her stories to a print house, and a rookie publisher, Norman Warne (Ewan McGregor), who is delighted with her tales, publishes her first children's book. This success leads Norman to publish two other books, and Miss Potter meanwhile becomes the best friend of his single sister Millie Warne (Emily Watson). Soon Beatrix and Norman fall in love with each other, but Helen does not accept that her daughter would marry a ""trader"". However, Beatrix's father Rupert Potter (Bill Paterson) proposes that his daughter spend the summer with his wife and him in their country house in Lake District, and if she is still interested in Norman after the summertime, he would bless their marriage. When Miss Potter stops receiving letters from Norman, she is disappointed. Then one day she receives a letter from Millie explaining what had happened to Norman.",English,"United Kingdom, United States, Isle of Man",5 wins & 5 nominations,https://m.media-amazon.com/images/M/MV5BMTA0NjgzMDIzNjVeQTJeQWpwZ15BbWU3MDE3ODk0NDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57,7.0,"30,655",tt0482546,movie,19 Jun 2007,"$3,005,605",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wu ji,2005,PG-13,05 May 2006,121 min,"Action, Drama, Fantasy",Kaige Chen,"Kaige Chen, Tan Cheung","Cecilia Cheung, Jang Dong-Gun, Hiroyuki Sanada","When the world was young, laid a Kingdom between the Land of Snow and the Barbarian Territory where gods and men lived side by side and promises were lies. When the poor and starving orphaned girl Qingcheng meets the Goddess Manshen, she accepts to become the wealthy beauty of beauties with the curse that she would lose every man she loves, unless three things happen: snow falls in the spring, time moves backwards and the dead comes back to life. Years later, the slave Kunlun helps the Great General Master of the Crimson Armor Guangming to defeat a barbarian army with almost seven times more warriors, and Kunlun becomes his slave. When Guangming is wounded, he asks Kunlun to wear his armor and save the king from the cruel Duke of the North Wuhuan that put the Imperial City under siege with his army. However, Kunlun kills the king to save Princess Qingcheng and promises her to never let her die. Princess Qingcheng falls in love for the man of the crimson armor that she believes is General Guangming. When Snow Wolf saves Kunlun and brings him to the Land of Snow, he recollects his childhood when his mother and sister were killed by the evil Wuhuan. Kunlun decides to return to the Kingdom to face Wuhuan and fight for his love.",Mandarin,"China, South Korea, United States",1 win & 10 nominations,https://m.media-amazon.com/images/M/MV5BMmIzOGU3NDMtOTk1My00MDI5LWE3MzMtNDE4ZTk0ODUwNTM3XkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '31%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53,5.6,"9,344",tt0417976,movie,13 Jul 2006,"$669,625",Weinstein Co.,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOA: Dead or Alive,2006,PG-13,15 Jun 2007,87 min,"Action, Adventure, Mystery",Corey Yuen,"J.F. Lawton, Adam Gross, Seth Gross","Jaime Pressly, Devon Aoki, Sarah Carter","A number of fighters are invited to DOA, an invitational martial arts contest. They travel to the tournament island by plane, until they have to jump out mid-flight with parachutes, and then have until sundown to reach the main island to be entered into the tournament. Fighters are then pooled against one another in a knock-out style tournament, with the loser of a battle sent home, and the winner progressing to the subsequent round. The plot revolves around four female fighters who begin as rivals, but subsequently find themselves teaming up against another force.","German, Japanese, English","United Kingdom, Germany, Japan, United States",1 nomination,https://m.media-amazon.com/images/M/MV5BMTIyNDQ0NDExMl5BMl5BanBnXkFtZTcwODAxMTk0MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",38,4.8,"45,386",tt0398913,movie,11 Sep 2007,"$480,813",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Assassination of Jesse James by the Coward Robert Ford,2007,R,19 Oct 2007,160 min,"Biography, Crime, Drama",Andrew Dominik,"Andrew Dominik, Ron Hansen","Brad Pitt, Casey Affleck, Sam Shepard","Taking place in Missouri in the early 1880s, the film dramatizes the last seven months in the life of famed outlaw Jesse James, beginning with the Blue Cut train robbery of 1881 and culminating in his assassination at the hands of Robert Ford the following April. In the time between these two fateful events, the young and jealous Ford befriends the increasingly mistrustful outlaw, even as he plots his demise.","English, Danish","United States, Canada, United Kingdom",Nominated for 2 Oscars. 26 wins & 70 nominations total,https://m.media-amazon.com/images/M/MV5BMTY2NDI2MTc2NV5BMl5BanBnXkFtZTcwNjA2NTQzMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68,7.5,"185,420",tt0443680,movie,05 Feb 2008,"$3,909,149",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1911,2011,R,23 Sep 2011,99 min,"Drama, History, War","Tao Hai, Wei Li, Guoqiang Tang","Xingdong Wang, Baoguang Chen","Jackie Chan, Winston Chao, Bingbing Li","At the beginning of the 20th century, China is in a state of crisis. The country is split into warring factions, the citizens are starving, and recent political reforms have made matters worse, not better. The ruling Qing Dynasty, led by a seven-year-old emperor, and his ruthless mother, Empress Dowager Longyu is completely out of touch after 250 years of unquestioned power. Huang Xing has recently returned from Japan, where he has studied the art of modern warfare. When he finds his country falling apart, he feels he has no choice but to pick up the sword.","Mandarin, English, French","China, Hong Kong",6 wins & 7 nominations,https://m.media-amazon.com/images/M/MV5BY2QwMDA4ZTEtNTNhNy00MjliLTg5ZTEtYjVlNGFmMDFlZTJmXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '8%'}, {'Source': 'Metacritic', 'Value': '37/100'}]",37,5.7,"6,358",tt1772230,movie,10 Jan 2012,"$135,739",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Little Nicholas,2009,Not Rated,30 Sep 2009,91 min,"Comedy, Family",Laurent Tirard,"Laurent Tirard, Grégoire Vigneron, Alain Chabat","Maxime Godart, Vincent Claude, Charles Vaillant","Nicolas has a happy existence, parents who love him, a great group of friends with whom he has great fun, and all he wants is that nothing changes. However, one day, he overhears a conversation that leads him to believe that his life might change forever, his mother is pregnant! He panics and envisions the worst.",French,"France, Belgium",3 nominations,https://m.media-amazon.com/images/M/MV5BNzhkMzJiYmItM2UyZS00MTBkLTg2YWQtYWQwZWIxYTVjZTgzXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}]",N/A,7.1,"13,574",tt1264904,movie,29 Jun 2010,N/A,N/A,N/A,True,
